"id","loan_amount","annual_income","issue_date","dti","int_rate","grade","sub_grade","term_months","total_payment","profit","loan_status"
430012,"21600","90000","2021-08-09","7.91","11.26","B","B2",36,"4962","-16638","Charged Off"
847900,"4000","18000","2021-08-11","21.60","11.49","B","B4",36,"4484","484","Charged Off"
796676,"17725","38220","2021-06-11","13.16","11.49","B","B4",36,"10512","-7213","Charged Off"
431035,"14075","27996","2021-08-09","16.33","11.48","B","B2",36,"7424","-6651","Charged Off"
517301,"2000","10000","2021-05-10","17.04","10.25","B","B2",36,"1263","-737","Charged Off"
349714,"7500","42000","2021-06-08","3.26","10.39","B","B4",36,"1460","-6040","Charged Off"
502105,"25000","100000","2021-04-10","13.40","10.99","B","B4",36,"15548","-9452","Charged Off"
551828,"5000","52000","2021-07-10","14.35","10.38","B","B1",36,"852","-4148","Charged Off"
530832,"15000","48564","2021-06-10","21.89","10.75","B","B2",36,"12350","-2650","Charged Off"
966834,"6800","52852","2021-10-11","6.79","10.65","B","B2",36,"4429","-2371","Charged Off"
980289,"12000","64000","2021-10-11","24.53","12.69","B","B5",36,"13801","1801","Charged Off"
443398,"20000","85000","2021-09-09","24.56","12.53","B","B5",36,"11036","-8964","Charged Off"
543152,"6000","35004","2021-07-10","22.76","10.75","B","B2",36,"4824","-1176","Charged Off"
889797,"30000","84000","2021-09-11","18.33","12.69","B","B5",36,"30241","241","Charged Off"
378049,"6500","21000","2021-02-09","8.57","11.89","B","B4",36,"1960","-4540","Charged Off"
727397,"7000","55000","2021-04-11","19.29","10.74","B","B4",36,"6603","-397","Charged Off"
589288,"6000","68065.44","2021-10-10","16.22","11.12","B","B3",36,"5611","-389","Charged Off"
357873,"5000","47496","2021-10-08","21.53","10.83","B","B3",36,"3374","-1626","Charged Off"
549682,"4000","69000","2021-07-10","15.25","11.12","B","B3",36,"4103","103","Charged Off"
623868,"11500","30000","2021-11-10","16.32","10.36","B","B5",36,"2320","-9180","Charged Off"
399691,"3000","30000","2021-05-09","9.88","12.21","B","B5",36,"1789","-1211","Charged Off"
629290,"6925","78000","2021-12-10","15.40","9.62","B","B3",36,"6109","-816","Charged Off"
640082,"25000","50004","2021-01-11","16.32","10.36","B","B5",36,"21527","-3473","Charged Off"
799168,"7550","73000","2021-07-11","18.00","9.99","B","B1",36,"1457","-6093","Charged Off"
578510,"20000","60000","2021-09-10","13.90","11.12","B","B3",36,"5521","-14479","Charged Off"
618014,"1200","15000","2021-11-10","24.80","10.36","B","B5",36,"505","-695","Charged Off"
834578,"8875","21312","2021-08-11","15.54","10.59","B","B2",36,"7639","-1236","Charged Off"
427979,"10000","46000","2021-07-09","15.47","13.16","C","C3",36,"5648","-4352","Charged Off"
378902,"13000","51996","2021-02-09","12.44","13.47","C","C4",36,"7409","-5591","Charged Off"
362386,"20000","52000","2021-11-08","15.42","11.78","C","C1",36,"8605","-11395","Charged Off"
831814,"35000","75000","2021-08-11","11.54","12.99","C","C1",36,"13317","-21683","Charged Off"
1014541,"35000","70000","2021-11-11","16.63","14.27","C","C2",36,"19288","-15712","Charged Off"
706981,"6600","30000","2021-03-11","22.08","13.06","C","C2",36,"3273","-3327","Charged Off"
425901,"20000","82654.6","2021-07-09","14.94","13.79","C","C5",36,"16220","-3780","Charged Off"
806989,"10000","40000","2021-07-11","24.39","13.49","C","C2",36,"10155","155","Charged Off"
546248,"8400","32000","2021-07-10","14.40","13.98","C","C3",36,"9111","711","Charged Off"
393617,"20000","78000","2021-09-09","0.65","13.22","C","C2",36,"17213","-2787","Charged Off"
589439,"3250","10200","2021-10-10","14.82","14.35","C","C4",36,"222","-3028","Charged Off"
737579,"5000","21600","2021-04-11","6.78","13.06","C","C2",36,"2704","-2296","Charged Off"
434489,"20000","105000","2021-08-09","24.89","13.22","C","C2",36,"8107","-11893","Charged Off"
617318,"13775","32878","2021-11-10","15.00","12.98","C","C3",36,"12021","-1754","Charged Off"
431806,"7500","50000","2021-08-09","13.90","13.92","C","C4",36,"3654","-3846","Charged Off"
377380,"12000","57780","2021-02-09","17.74","13.47","C","C4",36,"4877","-7123","Charged Off"
375937,"15000","95004","2021-02-09","11.89","13.47","C","C4",36,"6119","-8881","Charged Off"
1031462,"8000","23000","2021-11-11","7.62","13.49","C","C1",36,"2815","-5185","Charged Off"
376845,"4000","60000","2021-02-09","17.86","13.47","C","C4",36,"444","-3556","Charged Off"
1051442,"6000","32000","2021-12-11","17.81","13.49","C","C1",36,"4048","-1952","Charged Off"
634378,"4500","55362","2021-12-10","23.12","12.61","C","C2",36,"4859","359","Charged Off"
767790,"20000","75000","2021-05-11","14.14","13.49","C","C2",36,"13206","-6794","Charged Off"
774171,"17000","35400","2021-06-11","15.97","12.99","C","C1",36,"12627","-4373","Charged Off"
799313,"5400","60000","2021-07-11","4.72","13.99","C","C3",36,"4059","-1341","Charged Off"
381474,"12000","37008","2021-03-09","13.46","13.79","C","C5",36,"11855","-145","Charged Off"
545370,"3500","24000","2021-07-10","19.30","14.72","C","C5",36,"3635","135","Charged Off"
600687,"11000","30720","2021-10-10","18.52","13.72","C","C5",36,"8527","-2473","Charged Off"
445465,"15250","40000","2021-10-09","22.41","13.22","C","C2",36,"4119","-11131","Charged Off"
464583,"8500","40000","2021-12-09","16.05","13.92","C","C4",36,"5993","-2507","Charged Off"
388417,"8400","45000","2021-03-09","24.75","13.79","C","C5",36,"10430","2030","Charged Off"
504580,"12000","25200","2021-04-10","4.32","13.48","C","C3",36,"8956","-3044","Charged Off"
548241,"25000","54000","2021-07-10","16.31","13.61","C","C2",36,"6797","-18203","Charged Off"
584820,"3000","42000","2021-09-10","11.94","13.61","C","C2",36,"1024","-1976","Charged Off"
650236,"4000","12000","2021-01-11","13.30","13.80","C","C4",36,"1236","-2764","Charged Off"
300383,"8000","45000","2021-03-08","8.75","11.34","C","C2",36,"5691","-2309","Charged Off"
643083,"5000","28000","2021-01-11","12.21","13.72","C","C5",36,"1408","-3592","Charged Off"
1006236,"8000","36000","2021-11-11","7.30","14.27","C","C2",36,"7740","-260","Charged Off"
494025,"22000","49000","2021-03-10","21.22","13.11","C","C2",36,"13736","-8264","Charged Off"
571271,"3000","45000","2021-08-10","16.51","13.98","C","C3",36,"1371","-1629","Charged Off"
564885,"24250","60000","2021-08-10","11.78","13.98","C","C3",36,"12426","-11824","Charged Off"
644396,"4000","15996","2021-01-11","17.03","13.35","C","C4",36,"3980","-20","Charged Off"
355485,"6000","63500","2021-09-08","14.68","11.28","C","C1",36,"3856","-2144","Charged Off"
660734,"2300","68000","2021-02-11","18.00","13.43","C","C3",36,"330","-1970","Charged Off"
690315,"12000","75000","2021-03-11","22.58","12.68","C","C1",36,"8004","-3996","Charged Off"
884501,"5000","80000","2021-09-11","12.93","15.27","C","C4",36,"1305","-3695","Charged Off"
997490,"5600","85000","2021-10-11","24.80","15.27","C","C4",36,"2935","-2665","Charged Off"
1051609,"2575","44420","2021-12-11","19.67","15.96","C","C5",36,"1101","-1474","Charged Off"
586347,"8500","45000","2021-10-10","7.23","13.23","C","C1",36,"6527","-1973","Charged Off"
502094,"8000","60000","2021-04-10","9.76","13.48","C","C3",36,"8392","392","Charged Off"
605475,"10000","44469","2021-10-10","16.00","12.23","C","C1",36,"5536","-4464","Charged Off"
532488,"15000","54000","2021-06-10","18.73","15.21","D","D2",36,"8364","-6636","Charged Off"
773092,"8000","25000","2021-06-11","18.72","17.49","D","D5",36,"7394","-606","Charged Off"
992433,"15000","94000","2021-10-11","5.63","18.25","D","D5",36,"6623","-8377","Charged Off"
645002,"6000","60000","2021-01-11","10.04","14.09","D","D1",36,"4862","-1138","Charged Off"
513834,"25000","50000","2021-05-10","14.47","15.33","D","D3",36,"26399","1399","Charged Off"
890620,"5000","50400","2021-09-11","16.74","16.29","D","D1",36,"3836","-1164","Charged Off"
884691,"20000","53000","2021-09-11","11.64","16.77","D","D2",36,"23783","3783","Charged Off"
381261,"20000","82042","2021-02-09","16.54","15.05","D","D4",36,"12483","-7517","Charged Off"
629097,"25000","100000","2021-12-10","11.44","14.46","D","D2",36,"14291","-10709","Charged Off"
368462,"12250","30000","2021-12-08","13.28","13.67","D","D2",36,"13063","813","Charged Off"
440579,"12875","50000","2021-10-09","24.17","15.31","D","D3",36,"14948","2073","Charged Off"
420411,"5000","27000","2021-07-09","4.31","15.05","D","D4",36,"2242","-2758","Charged Off"
455821,"24250","120000","2021-11-09","18.08","16.00","D","D5",36,"10023","-14227","Charged Off"
817797,"10000","70000","2021-07-11","13.85","15.99","D","D2",36,"7992","-2008","Charged Off"
993768,"12000","250000","2021-10-11","16.42","17.27","D","D3",36,"14372","2372","Charged Off"
373398,"7500","45000","2021-01-09","15.92","14.42","D","D2",36,"7478","-22","Charged Off"
657388,"10000","34000","2021-01-11","25.27","14.54","D","D1",36,"5315","-4685","Charged Off"
484146,"18000","71000","2021-02-10","15.75","15.33","D","D3",36,"14441","-3559","Charged Off"
744323,"9000","36000","2021-05-11","14.40","16.89","D","D4",36,"2371","-6629","Charged Off"
741219,"3600","21112","2021-04-11","22.05","15.99","D","D2",36,"1652","-1948","Charged Off"
373090,"14125","30000","2021-01-09","11.24","14.74","D","D3",36,"1950","-12175","Charged Off"
998194,"16800","75000","2021-10-11","7.34","16.77","D","D2",36,"7093","-9707","Charged Off"
990658,"8000","21000","2021-11-11","13.20","16.77","D","D2",36,"2647","-5353","Charged Off"
372591,"15000","135000","2021-01-09","18.12","15.37","D","D5",36,"2090","-12910","Charged Off"
1010410,"6000","39564","2021-11-11","23.78","16.29","D","D1",36,"3385","-2615","Charged Off"
862933,"21000","112511.52","2021-08-11","13.05","16.49","D","D3",36,"15106","-5894","Charged Off"
609802,"3000","42000","2021-11-10","5.06","14.09","D","D1",36,"1675","-1325","Charged Off"
1042630,"6400","55200","2021-11-11","6.93","17.27","D","D3",36,"5650","-750","Charged Off"
350621,"6000","30000","2021-07-08","19.92","12.61","D","D1",36,"3766","-2234","Charged Off"
488333,"15000","75600","2021-03-10","20.10","14.59","D","D1",36,"3689","-11311","Charged Off"
860654,"16000","95000","2021-08-11","19.82","17.49","D","D5",36,"11433","-4567","Charged Off"
527312,"8400","130000","2021-06-10","8.28","14.84","D","D1",36,"8254","-146","Charged Off"
561563,"10000","75000","2021-10-10","14.74","14.09","D","D1",36,"4049","-5951","Charged Off"
364377,"8550","79000","2021-11-08","18.14","14.30","D","D4",36,"293","-8257","Charged Off"
852879,"1000","24000","2021-08-11","12.65","17.99","E","E1",36,"159","-841","Charged Off"
771377,"10000","31504.27","2021-06-11","11.50","17.99","E","E1",36,"7866","-2134","Charged Off"
437951,"15850","56000","2021-09-09","22.84","16.35","E","E1",36,"5941","-9909","Charged Off"
808321,"8000","84000","2021-07-11","10.16","18.39","E","E2",36,"3823","-4177","Charged Off"
576386,"3200","15600","2021-09-10","11.85","17.93","E","E5",36,"937","-2263","Charged Off"
611847,"15250","42000","2021-11-10","19.11","15.95","E","E1",36,"5778","-9472","Charged Off"
667320,"10000","19896","2021-02-11","9.59","17.14","E","E3",36,"1426","-8574","Charged Off"
809076,"21000","150000","2021-07-11","18.26","18.79","E","E3",36,"26174","5174","Charged Off"
838776,"13000","50000","2021-08-11","8.52","18.39","E","E2",36,"13719","719","Charged Off"
682691,"4375","22044","2021-02-11","21.34","16.40","E","E1",36,"2111","-2264","Charged Off"
936915,"35000","270000","2021-10-11","8.59","18.64","E","E1",36,"37414","2414","Charged Off"
416831,"21000","93000","2021-06-09","14.76","16.95","E","E5",36,"26701","5701","Charged Off"
431070,"25000","108000","2021-08-09","15.73","15.68","E","E1",36,"15750","-9250","Charged Off"
556374,"24000","68250","2021-08-10","15.09","16.45","E","E1",36,"10189","-13811","Charged Off"
738342,"3000","10800","2021-04-11","8.89","16.77","E","E2",36,"2434","-566","Charged Off"
739535,"10000","75000","2021-04-11","10.48","17.14","E","E3",36,"4887","-5113","Charged Off"
810107,"35000","85000","2021-07-11","4.22","19.29","E","E4",36,"27049","-7951","Charged Off"
495383,"18000","45000","2021-03-10","10.13","17.19","E","E3",36,"13392","-4608","Charged Off"
1042948,"21600","92001","2021-11-11","17.67","18.64","E","E1",36,"17337","-4263","Charged Off"
670547,"10000","100000","2021-02-11","17.72","17.88","E","E5",36,"11747","1747","Charged Off"
413229,"15000","180000","2021-06-09","9.49","17.26","F","F1",36,"3830","-11170","Charged Off"
563685,"24000","160000","2021-08-10","14.57","18.30","F","F1",36,"27918","3918","Charged Off"
802401,"35000","120366.05","2021-07-11","15.33","20.25","F","F1",36,"23396","-11604","Charged Off"
647072,"20000","62000","2021-01-11","16.95","18.25","F","F1",36,"8801","-11199","Charged Off"
1046552,"15000","67000","2021-12-11","17.57","22.35","F","F5",36,"15215","215","Charged Off"
596195,"24000","53000","2021-10-10","5.41","17.80","F","F1",36,"5939","-18061","Charged Off"
631559,"24000","350000","2021-12-10","9.59","17.80","F","F1",36,"23776","-224","Charged Off"
542898,"9500","23040","2021-07-10","8.65","19.04","F","F3",36,"7134","-2366","Charged Off"
642483,"20000","50000","2021-12-10","12.86","20.40","G","G3",36,"5306","-14694","Charged Off"
649918,"4000","54000","2021-01-11","15.58","10.37","B","B3",36,"1057","-2943","Charged Off"
563382,"12000","80000","2021-08-10","8.34","15.95","D","D4",36,"4968","-7032","Charged Off"
704507,"12375","39552","2021-03-11","24.58","10.37","B","B3",36,"14640","2265","Charged Off"
717657,"5600","90000","2021-04-11","11.56","10.74","B","B4",36,"2747","-2853","Charged Off"
641001,"22000","72500","2021-01-11","19.37","8.88","B","B1",36,"20949","-1051","Charged Off"
749099,"10000","56820","2021-05-11","13.90","10.59","B","B2",36,"975","-9025","Charged Off"
756802,"2100","55963","2021-05-11","21.10","11.49","B","B4",36,"345","-1755","Charged Off"
882462,"8500","78000","2021-09-11","20.14","15.96","C","C5",36,"6272","-2228","Charged Off"
408181,"20000","90000","2021-09-09","22.81","14.26","C","C5",36,"3562","-16438","Charged Off"
887402,"7000","58000","2021-09-11","23.52","14.65","C","C3",36,"482","-6518","Charged Off"
707485,"15000","75000","2021-03-11","21.07","14.54","D","D1",36,"13431","-1569","Charged Off"
568275,"7000","54257","2021-08-10","16.15","15.21","D","D2",36,"5111","-1889","Charged Off"
530175,"25000","91200","2021-06-10","20.83","15.58","D","D3",36,"9290","-15710","Charged Off"
566266,"25000","110000","2021-08-10","9.97","16.45","E","E1",36,"13719","-11281","Charged Off"
856680,"15000","65000","2021-08-11","14.60","17.99","E","E1",36,"13986","-1014","Charged Off"
515501,"24000","97584","2021-05-10","11.84","17.19","E","E3",36,"4284","-19716","Charged Off"
592473,"11000","100000","2021-10-10","3.08","13.61","C","C2",36,"2242","-8758","Charged Off"
885489,"7075","62910","2021-09-11","15.60","17.58","D","D4",36,"6302","-773","Charged Off"
737345,"35000","80000","2021-04-11","17.07","20.11","G","G1",36,"6457","-28543","Charged Off"
601084,"11400","35000","2021-10-10","9.87","6.91","A","A5",36,"4364","-7036","Charged Off"
674670,"5000","55000","2021-02-11","18.57","10.74","B","B4",36,"3698","-1302","Charged Off"
785745,"5500","57000","2021-06-11","10.56","13.49","C","C2",36,"4105","-1395","Charged Off"
436215,"20000","108901","2021-09-09","13.43","14.26","C","C5",36,"17838","-2162","Charged Off"
988410,"10700","60000","2021-10-11","24.18","13.49","C","C1",36,"5826","-4874","Charged Off"
515226,"19600","77000","2021-05-10","14.37","16.07","D","D5",36,"11099","-8501","Charged Off"
316948,"16000","50000","2021-04-08","17.77","13.24","D","D3",36,"834","-15166","Charged Off"
390897,"10000","48000","2021-04-09","20.55","16.32","E","E3",36,"1764","-8236","Charged Off"
395348,"18000","65000","2021-05-09","15.88","16.00","E","E2",36,"3137","-14863","Charged Off"
650259,"20000","62000","2021-01-11","12.62","18.62","F","F2",36,"3643","-16357","Charged Off"
621768,"24000","115872","2021-12-10","20.71","20.03","G","G2",36,"7161","-16839","Charged Off"
673432,"13375","59000","2021-02-11","20.60","6.92","A","A3",36,"14058","683","Fully Paid"
770058,"3500","36000","2021-06-11","25.00","6.99","A","A3",36,"3724","224","Fully Paid"
641218,"24000","105000","2021-12-10","10.65","6.17","A","A3",36,"26351","2351","Fully Paid"
845819,"22500","55550","2021-08-11","14.82","7.49","A","A4",36,"25001","2501","Fully Paid"
605995,"9000","57504","2021-11-10","14.55","6.54","A","A4",36,"9937","937","Fully Paid"
982161,"35000","240000","2021-10-11","21.90","7.90","A","A4",36,"39426","4426","Fully Paid"
606251,"24000","125000","2021-11-10","14.70","6.91","A","A5",36,"16985","-7015","Fully Paid"
467078,"12000","99800","2021-12-09","15.64","8.94","A","A5",36,"13626","1626","Fully Paid"
994520,"14000","96000","2021-10-11","11.43","6.03","A","A1",36,"15339","1339","Fully Paid"
991773,"14000","47580","2021-10-11","7.79","6.03","A","A1",36,"14271","271","Fully Paid"
556446,"4500","85100","2021-08-10","6.35","6.39","A","A1",36,"4836","336","Fully Paid"
769615,"16000","90000","2021-09-11","1.36","6.03","A","A1",36,"16434","434","Fully Paid"
734123,"2000","54000","2021-04-11","5.62","5.42","A","A1",36,"2099","99","Fully Paid"
1010385,"8000","53000","2021-11-11","3.60","6.03","A","A1",36,"8762","762","Fully Paid"
997741,"12000","72000","2021-11-11","15.37","6.03","A","A1",36,"13148","1148","Fully Paid"
968864,"9100","75000","2021-10-11","13.15","6.03","A","A1",36,"9933","833","Fully Paid"
1007615,"12000","80000","2021-11-11","10.95","6.03","A","A1",36,"13148","1148","Fully Paid"
855497,"14000","57000","2021-09-11","28.06","5.42","A","A1",36,"15201","1201","Fully Paid"
877151,"24000","135000","2021-09-11","8.94","5.99","A","A2",36,"26084","2084","Fully Paid"
971389,"12000","100000","2021-10-11","7.16","6.62","A","A2",36,"13264","1264","Fully Paid"
978920,"10000","98000","2021-10-11","6.21","6.62","A","A2",36,"11053","1053","Fully Paid"
664618,"10000","30000","2021-02-11","15.12","5.79","A","A2",36,"10788","788","Fully Paid"
656269,"10750","53742","2021-01-11","26.21","5.79","A","A2",36,"11737","987","Fully Paid"
977528,"30000","120000","2021-10-11","13.27","6.62","A","A2",36,"33160","3160","Fully Paid"
1008652,"24000","88620","2021-11-11","4.06","6.62","A","A2",36,"25070","1070","Fully Paid"
558502,"4000","53155","2021-08-10","20.75","6.76","A","A2",36,"4328","328","Fully Paid"
771835,"16000","80000","2021-06-11","8.17","5.99","A","A2",36,"17496","1496","Fully Paid"
773467,"15000","55000","2021-06-11","22.13","5.99","A","A2",36,"16253","1253","Fully Paid"
866812,"25600","192000","2021-09-11","4.18","5.99","A","A2",36,"28033","2433","Fully Paid"
683201,"12000","37500","2021-02-11","7.62","5.79","A","A2",36,"13101","1101","Fully Paid"
665169,"10000","55000","2021-02-11","18.98","5.79","A","A2",36,"10918","918","Fully Paid"
433717,"10000","48000","2021-08-09","2.38","7.74","A","A3",36,"11210","1210","Fully Paid"
997570,"28000","105000","2021-10-11","24.73","7.51","A","A3",36,"31360","3360","Fully Paid"
549761,"7000","99996","2021-07-10","19.98","7.14","A","A3",36,"7513","513","Fully Paid"
644314,"10750","44000","2021-01-11","21.44","6.17","A","A3",36,"11804","1054","Fully Paid"
461461,"10000","85000","2021-11-09","0.17","7.74","A","A3",36,"11239","1239","Fully Paid"
558097,"8000","80400","2021-08-10","2.25","7.14","A","A3",36,"8912","912","Fully Paid"
1033691,"25000","56900","2021-11-11","15.48","7.51","A","A3",36,"27866","2866","Fully Paid"
552295,"9000","50000","2021-08-10","11.06","7.14","A","A3",36,"10026","1026","Fully Paid"
814473,"10500","70000","2021-07-11","14.14","6.99","A","A3",36,"11631","1131","Fully Paid"
984490,"22000","52000","2021-10-11","15.30","7.51","A","A3",36,"24640","2640","Fully Paid"
795541,"18600","82305","2021-06-11","7.19","6.99","A","A3",36,"20284","1684","Fully Paid"
974358,"17000","87000","2021-10-11","12.54","7.51","A","A3",36,"18991","1991","Fully Paid"
1041101,"1800","90000","2021-11-11","28.31","7.51","A","A3",36,"1981","181","Fully Paid"
741773,"8000","55000","2021-05-11","4.23","7.49","A","A4",36,"8905","905","Fully Paid"
999687,"12000","60000","2021-11-11","6.60","7.90","A","A4",36,"13517","1517","Fully Paid"
627664,"15000","59500","2021-12-10","15.89","6.54","A","A4",36,"15529","529","Fully Paid"
885282,"20000","60000","2021-09-11","13.48","7.90","A","A4",36,"22529","2529","Fully Paid"
573368,"12000","70000","2021-09-10","2.43","7.51","A","A4",36,"12422","422","Fully Paid"
631066,"20000","70000","2021-12-10","10.41","6.54","A","A4",36,"19660","-340","Fully Paid"
972662,"12000","50000","2021-10-11","16.80","7.90","A","A4",36,"13517","1517","Fully Paid"
1007154,"15000","65000","2021-11-11","7.92","7.90","A","A4",36,"15845","845","Fully Paid"
1036331,"15600","43000","2021-11-11","20.01","7.90","A","A4",36,"17573","1973","Fully Paid"
843460,"24000","72000","2021-08-11","26.43","7.49","A","A4",36,"25750","1750","Fully Paid"
863895,"18000","72000","2021-12-11","15.05","7.90","A","A4",36,"20268","2268","Fully Paid"
562203,"10000","50000","2021-08-10","9.12","7.51","A","A4",36,"10555","555","Fully Paid"
877642,"8000","45000","2021-09-11","29.25","7.49","A","A4",36,"8957","957","Fully Paid"
600726,"21600","58000","2021-10-10","15.54","6.54","A","A4",36,"14596","-7004","Fully Paid"
981611,"15000","126000","2021-11-11","16.36","7.90","A","A4",36,"16896","1896","Fully Paid"
973412,"4500","70000","2021-10-11","23.34","7.90","A","A4",36,"4587","87","Fully Paid"
761225,"12000","61000","2021-05-11","10.15","7.49","A","A4",36,"13293","1293","Fully Paid"
868303,"30000","84000","2021-09-11","5.94","7.90","A","A4",36,"32598","2598","Fully Paid"
1051959,"18000","60000","2021-12-11","21.22","7.90","A","A4",36,"20276","2276","Fully Paid"
601194,"20000","106300","2021-11-10","9.40","6.54","A","A4",36,"21406","1406","Fully Paid"
746593,"20000","99996","2021-05-11","14.60","7.49","A","A4",36,"21943","1943","Fully Paid"
670997,"12400","78000","2021-02-11","24.45","7.29","A","A4",36,"13843","1443","Fully Paid"
669492,"7800","60000","2021-02-11","13.92","7.29","A","A4",36,"8440","640","Fully Paid"
994660,"16000","44000","2021-10-11","17.21","7.90","A","A4",36,"17955","1955","Fully Paid"
780797,"15000","160000","2021-06-11","9.38","7.91","A","A4",36,"16708","1708","Fully Paid"
864684,"4800","92000","2021-09-11","15.63","7.49","A","A4",36,"5373","573","Fully Paid"
835645,"20000","72000","2021-08-11","26.67","7.49","A","A4",36,"22393","2393","Fully Paid"
620531,"9500","39000","2021-11-10","16.52","6.91","A","A5",36,"10138","638","Fully Paid"
558185,"15000","78000","2021-08-10","11.09","7.88","A","A5",36,"16987","1987","Fully Paid"
516124,"12000","72000","2021-05-10","19.05","7.88","A","A5",36,"13514","1514","Fully Paid"
437707,"13475","76500","2021-09-09","18.70","8.94","A","A5",36,"15413","1938","Fully Paid"
1053767,"8875","58000","2021-12-11","28.84","8.90","A","A5",36,"10043","1168","Fully Paid"
803115,"26000","114000","2021-07-11","16.18","8.49","A","A5",36,"29543","3543","Fully Paid"
1003994,"11000","144000","2021-11-11","13.76","8.90","A","A5",36,"12574","1574","Fully Paid"
604062,"20000","76200","2021-11-10","13.42","6.91","A","A5",36,"16596","-3404","Fully Paid"
823969,"5125","63500","2021-07-11","23.64","8.49","A","A5",36,"5500","375","Fully Paid"
572870,"16750","45344","2021-09-10","20.70","7.88","A","A5",36,"18863","2113","Fully Paid"
553806,"7200","40200","2021-07-10","1.91","7.88","A","A5",36,"8109","909","Fully Paid"
834151,"15350","80000","2021-08-11","18.43","8.49","A","A5",36,"16883","1533","Fully Paid"
519790,"20000","76000","2021-05-10","12.52","7.88","A","A5",36,"22047","2047","Fully Paid"
626917,"9600","140000","2021-12-10","19.15","6.91","A","A5",36,"9740","140","Fully Paid"
893178,"14500","125000","2021-09-11","12.58","8.90","A","A5",36,"16020","1520","Fully Paid"
589022,"15000","55000","2021-10-10","17.59","7.88","A","A5",36,"16275","1275","Fully Paid"
439421,"13900","29766.84","2021-09-09","17.66","8.94","A","A5",36,"15898","1998","Fully Paid"
718329,"3300","54400","2021-04-11","23.74","7.66","A","A5",36,"3670","370","Fully Paid"
722582,"16000","98004","2021-04-11","26.45","7.66","A","A5",36,"17755","1755","Fully Paid"
633856,"20000","112000","2021-12-10","12.60","6.91","A","A5",36,"17984","-2016","Fully Paid"
1010440,"15000","86000","2021-11-11","15.45","6.03","A","A1",36,"15777","777","Fully Paid"
889148,"14825","72000","2021-09-11","13.08","6.03","A","A1",36,"16241","1416","Fully Paid"
1017447,"10000","40000","2021-11-11","8.88","6.03","A","A1",36,"10859","859","Fully Paid"
621587,"13200","58000","2021-12-10","12.46","6.17","A","A3",36,"9765","-3435","Fully Paid"
1013818,"21600","70000","2021-11-11","7.87","7.51","A","A3",36,"23688","2088","Fully Paid"
999425,"24000","52800","2021-10-11","11.55","7.51","A","A3",36,"26526","2526","Fully Paid"
847675,"22400","113000","2021-09-11","10.87","7.49","A","A4",36,"24991","2591","Fully Paid"
669400,"9950","36600","2021-02-11","19.87","7.29","A","A4",36,"10500","550","Fully Paid"
810838,"24000","133000","2021-07-11","5.55","7.49","A","A4",36,"24469","469","Fully Paid"
617596,"20000","82000","2021-11-10","15.22","6.54","A","A4",36,"13311","-6689","Fully Paid"
881188,"30000","120000","2021-09-11","16.15","7.90","A","A4",36,"33559","3559","Fully Paid"
837845,"15000","127500","2021-08-11","14.99","7.49","A","A4",36,"16472","1472","Fully Paid"
439879,"11600","46560","2021-09-09","12.35","8.94","A","A5",36,"13268","1668","Fully Paid"
574841,"13000","37000","2021-09-10","19.39","7.88","A","A5",36,"14640","1640","Fully Paid"
728078,"2850","114996","2021-05-11","22.71","8.49","A","A5",36,"3236","386","Fully Paid"
500837,"10000","75000","2021-04-10","22.30","7.88","A","A5",36,"11105","1105","Fully Paid"
1049279,"35000","120000","2021-12-11","17.02","8.90","A","A5",36,"40009","5009","Fully Paid"
613815,"24000","92700","2021-11-10","7.84","6.91","A","A5",36,"4996","-19004","Fully Paid"
864147,"5000","165000","2021-08-11","18.29","5.42","A","A1",36,"5444","444","Fully Paid"
755141,"6000","80000","2021-05-11","13.37","5.99","A","A2",36,"6436","436","Fully Paid"
678399,"3000","37200","2021-02-11","20.29","6.92","A","A3",36,"3222","222","Fully Paid"
796114,"5000","65000","2021-07-11","17.65","6.99","A","A3",36,"5138","138","Fully Paid"
813135,"10000","65000","2021-07-11","14.03","7.49","A","A4",36,"11197","1197","Fully Paid"
638348,"9500","62400","2021-12-10","10.38","6.54","A","A4",36,"10179","679","Fully Paid"
677670,"12000","76494","2021-02-11","18.12","7.29","A","A4",36,"13396","1396","Fully Paid"
760045,"22000","120000","2021-05-11","19.21","7.49","A","A4",36,"24571","2571","Fully Paid"
943149,"13000","42000","2021-11-11","28.31","7.90","A","A4",36,"14589","1589","Fully Paid"
696682,"14000","120000","2021-03-11","18.65","7.29","A","A4",36,"15629","1629","Fully Paid"
628602,"12000","78000","2021-12-10","20.29","6.54","A","A4",36,"8115","-3885","Fully Paid"
501377,"15250","52000","2021-04-10","22.38","7.88","A","A5",36,"17035","1785","Fully Paid"
533221,"10000","36000","2021-07-10","5.50","7.88","A","A5",36,"11219","1219","Fully Paid"
640774,"20000","105000","2021-12-10","7.74","6.91","A","A5",36,"22202","2202","Fully Paid"
794094,"28000","130000","2021-07-11","11.37","8.49","A","A5",36,"19601","-8399","Fully Paid"
843845,"10000","51000","2021-08-11","24.68","8.49","A","A5",36,"11363","1363","Fully Paid"
773649,"18000","102000","2021-06-11","9.53","8.49","A","A5",36,"20453","2453","Fully Paid"
709833,"12000","54000","2021-03-11","21.96","7.66","A","A5",36,"13470","1470","Fully Paid"
